"stat_property","month_edit","no_statement","no_claim","stat_claim_ratio"
"P181","2016-01",47,48,1.02127659574468
"P2013","2016-01",611,624,1.02127659574468
"P2409","2016-09",47,48,1.02127659574468
"P274","2016-05",47,48,1.02127659574468
"P276","2013-06",47,48,1.02127659574468
"P344","2013-12",47,48,1.02127659574468
"P36","2015-02",47,48,1.02127659574468
"P402","2013-12",47,48,1.02127659574468
"P655","2014-02",47,48,1.02127659574468
"P679","2016-04",47,48,1.02127659574468
"P694","2016-06",47,48,1.02127659574468
"P973","2014-04",47,48,1.02127659574468
"P27","2015-11",29587,30216,1.02125933687092
"P641","2016-05",3669,3747,1.02125919869174
"P31","2016-06",456372,466069,1.02124801696861
"P269","2016-04",1178,1203,1.02122241086587
"P213","2015-02",1368,1397,1.02119883040936
"P1566","2015-05",519,530,1.02119460500963
"P281","2016-09",2408,2459,1.02117940199336
"P135","2016-05",1228,1254,1.02117263843648
"P50","2016-07",21776,22237,1.021170095518
"P1282","2014-11",331,338,1.02114803625378
"P1005","2014-12",142,145,1.02112676056338
"P289","2016-08",379,387,1.02110817941953
"P36","2016-07",712,727,1.02106741573034
"P201","2015-12",95,97,1.02105263157895
"P414","2013-04",523,534,1.02103250478011
"P648","2016-03",3761,3840,1.02100505184791
"P361","2014-11",8047,8216,1.02100161550889
"P17","2015-12",80549,82240,1.020993432569
"P31","2015-03",325360,332186,1.02097983771822
"P2374","2015-12",286,292,1.02097902097902
"P421","2015-06",334,341,1.02095808383234
"P1448","2016-08",24011,24513,1.02090708425305
"P1424","2016-01",335,342,1.02089552238806
"P2013","2015-08",527,538,1.02087286527514
"P268","2014-03",575,587,1.02086956521739
"P136","2014-03",6619,6757,1.02084907085662
"P1067","2016-08",48,49,1.02083333333333
"P1083","2016-05",48,49,1.02083333333333
"P1092","2014-10",96,98,1.02083333333333
"P1101","2015-06",48,49,1.02083333333333
"P1191","2016-06",48,49,1.02083333333333
"P1258","2015-06",48,49,1.02083333333333
"P126","2014-01",48,49,1.02083333333333
"P1325","2016-06",48,49,1.02083333333333
"P140","2015-08",528,539,1.02083333333333
"P1415","2015-08",48,49,1.02083333333333
"P1430","2015-11",48,49,1.02083333333333
"P1629","2015-07",48,49,1.02083333333333
"P2041","2016-02",48,49,1.02083333333333
"P2604","2016-04",18528,18914,1.02083333333333
"P287","2016-04",48,49,1.02083333333333
"P289","2016-03",48,49,1.02083333333333
"P344","2013-10",144,147,1.02083333333333
"P403","2014-09",96,98,1.02083333333333
"P41","2014-06",96,98,1.02083333333333
"P516","2015-02",48,49,1.02083333333333
"P535","2013-11",48,49,1.02083333333333
"P542","2013-05",48,49,1.02083333333333
"P574","2013-05",48,49,1.02083333333333
"P619","2015-12",48,49,1.02083333333333
"P629","2015-11",48,49,1.02083333333333
"P640","2014-08",48,49,1.02083333333333
"P706","2015-03",192,196,1.02083333333333
"P709","2015-12",144,147,1.02083333333333
"P734","2014-03",48,49,1.02083333333333
"P850","2015-07",96,98,1.02083333333333
"P938","2016-03",144,147,1.02083333333333
"P949","2014-10",48,49,1.02083333333333
"P291","2016-05",913,932,1.02081051478642
"P242","2013-07",1731,1767,1.0207972270364
"P281","2013-09",577,589,1.0207972270364
"P156","2014-04",529,540,1.02079395085066
"P3170","2016-09",433,442,1.02078521939954
"P212","2013-04",4957,5060,1.02077869679241
"P436","2016-03",2023,2065,1.02076124567474
"P463","2014-08",3328,3397,1.02073317307692
"P1545","2015-07",531,542,1.02071563088512
"P31","2016-03",243001,248030,1.02069538808482
"P610","2014-09",145,148,1.02068965517241
"P949","2014-04",290,296,1.02068965517241
"P18","2015-03",42061,42931,1.02068424431183
"P53","2013-06",242,247,1.02066115702479
"P1071","2015-01",97,99,1.02061855670103
"P118","2016-05",97,99,1.02061855670103
"P1629","2016-06",97,99,1.02061855670103
"P177","2015-10",97,99,1.02061855670103
"P1971","2016-02",97,99,1.02061855670103
"P30","2013-04",97,99,1.02061855670103
"P735","2015-03",102139,104241,1.02057979811825
"P576","2013-09",146,149,1.02054794520548
"P403","2015-11",195,199,1.02051282051282
"P1695","2016-04",244,249,1.02049180327869
"P906","2014-07",293,299,1.02047781569966
"P155","2015-03",831,848,1.02045728038508
"P31","2015-01",205108,209295,1.02041363574312
"P117","2014-06",49,50,1.02040816326531
"P1265","2016-02",49,50,1.02040816326531
"P1313","2016-09",147,150,1.02040816326531
"P1954","2016-08",98,100,1.02040816326531
"P2330","2016-01",49,50,1.02040816326531
"P358","2013-08",98,100,1.02040816326531
"P396","2013-09",49,50,1.02040816326531
"P574","2014-08",49,50,1.02040816326531
"P646","2013-08",49,50,1.02040816326531
"P651","2016-04",98,100,1.02040816326531
"P828","2016-03",49,50,1.02040816326531
"P944","2013-11",49,50,1.02040816326531
"P646","2014-12",687,701,1.02037845705968
"P41","2013-11",491,501,1.020366598778
"P409","2013-10",443,452,1.02031602708804
"P1589","2015-12",197,201,1.02030456852792
"P641","2014-07",690,704,1.02028985507246
"P109","2016-08",148,151,1.02027027027027
"P1807","2016-02",148,151,1.02027027027027
"P1953","2016-04",148,151,1.02027027027027
"P1092","2014-09",247,252,1.02024291497976
"P1435","2015-02",6583,6716,1.02020355461036
"P1005","2015-02",99,101,1.02020202020202
"P103","2014-11",99,101,1.02020202020202
"P1104","2016-02",99,101,1.02020202020202
"P281","2013-11",396,404,1.02020202020202
"P380","2015-03",99,101,1.02020202020202
"P53","2015-11",198,202,1.02020202020202
"P580","2015-12",792,808,1.02020202020202
"P60","2014-03",99,101,1.02020202020202
"P724","2016-02",99,101,1.02020202020202
"P50","2015-08",12227,12474,1.02020119407868
"P364","2016-03",2228,2273,1.02019748653501
"P2002","2016-07",1090,1112,1.02018348623853
"P765","2013-08",942,961,1.02016985138004
"P1769","2015-03",248,253,1.02016129032258
"P86","2013-02",248,253,1.02016129032258
"P131","2016-01",50549,51568,1.02015865793586
"P213","2016-04",3623,3696,1.02014904775048
"P1006","2015-01",546,557,1.02014652014652
"P155","2015-06",695,709,1.02014388489209
"P402","2016-08",149,152,1.02013422818792
"P242","2014-10",646,659,1.02012383900929
"P276","2015-07",2237,2282,1.02011622708985
"P94","2015-04",348,355,1.02011494252874
"P50","2015-02",2536,2587,1.02011041009464
"P685","2013-11",547,558,1.02010968921389
"P195","2016-08",7809,7966,1.02010500704316
"P206","2016-06",249,254,1.02008032128514
"P2529","2016-02",6085,6207,1.02004930156122
"P18","2015-08",31136,31760,1.02004110996917
"P364","2015-08",2148,2191,1.02001862197393
"P577","2016-03",21182,21606,1.02001699556227
"P1717","2015-06",1499,1529,1.02001334222815
"P1103","2015-08",50,51,1.02
"P1151","2015-01",50,51,1.02
"P1196","2015-05",50,51,1.02
"P1233","2016-04",50,51,1.02
"P1801","2016-06",100,102,1.02
"P201","2015-06",50,51,1.02
"P235","2015-09",50,51,1.02
"P268","2014-08",650,663,1.02
"P291","2014-10",50,51,1.02
"P357","2013-11",100,102,1.02
"P357","2014-01",150,153,1.02
"P414","2016-08",50,51,1.02
"P461","2014-11",50,51,1.02
"P51","2016-05",50,51,1.02
"P599","2014-10",50,51,1.02
"P611","2016-06",50,51,1.02
"P633","2013-07",50,51,1.02
"P1220","2016-07",1101,1123,1.01998183469573
"P495","2016-05",3156,3219,1.01996197718631
"P159","2015-03",501,511,1.01996007984032
"P373","2013-07",44269,45152,1.01994623777361
"P691","2013-11",702,716,1.01994301994302
"P268","2016-06",1255,1280,1.0199203187251
"P50","2016-04",9691,9884,1.01991538540914
"P585","2016-08",3317,3383,1.01989749773892
"P646","2015-02",553,564,1.01989150090416
"P1476","2015-09",1913,1951,1.01986408782018
"P227","2014-10",1561,1592,1.01985906470211
"P175","2013-07",2923,2981,1.01984262743756
"P1005","2016-05",252,257,1.01984126984127
"P241","2015-08",252,257,1.01984126984127
"P27","2013-06",47667,48611,1.01980405731428
"P380","2014-10",101,103,1.01980198019802
"P1006","2015-06",1768,1803,1.0197963800905
"P1804","2015-10",3545,3615,1.0197461212976
"P1059","2016-04",152,155,1.01973684210526
"P1092","2015-05",152,155,1.01973684210526
"P2689","2016-04",152,155,1.01973684210526
"P2968","2016-07",152,155,1.01973684210526
"P344","2015-11",456,465,1.01973684210526
"P360","2014-11",760,775,1.01973684210526
"P495","2016-04",5274,5378,1.01971937808115
"P19","2013-02",3147,3209,1.01970130282809
"P264","2014-03",1320,1346,1.01969696969697
"P607","2015-12",1828,1864,1.01969365426696
"P1533","2016-09",254,259,1.01968503937008
"P575","2013-07",254,259,1.01968503937008
"P1191","2016-01",305,311,1.01967213114754
"P347","2016-09",305,311,1.01967213114754
"P1477","2016-05",712,726,1.01966292134831
"P244","2014-12",1324,1350,1.01963746223565
"P1080","2016-06",51,52,1.01960784313725
"P1092","2016-06",204,208,1.01960784313725
"P1113","2016-01",153,156,1.01960784313725
"P1119","2015-05",51,52,1.01960784313725
"P118","2016-01",51,52,1.01960784313725
"P1309","2015-08",102,104,1.01960784313725
"P141","2016-08",51,52,1.01960784313725
"P154","2013-03",153,156,1.01960784313725
"P1699","2016-03",51,52,1.01960784313725
"P2631","2016-06",51,52,1.01960784313725
"P377","2015-11",51,52,1.01960784313725
"P402","2014-05",51,52,1.01960784313725
"P613","2016-06",51,52,1.01960784313725
"P640","2014-11",51,52,1.01960784313725
"P652","2016-03",102,104,1.01960784313725
"P669","2013-09",51,52,1.01960784313725
"P706","2014-03",357,364,1.01960784313725
"P947","2013-10",51,52,1.01960784313725
"P97","2015-04",153,156,1.01960784313725
"P84","2016-06",2146,2188,1.01957129543336
"P452","2013-07",2555,2605,1.01956947162427
"P1986","2016-01",205,209,1.01951219512195
"P641","2016-03",4972,5069,1.01950925181014
"P69","2014-04",14976,15268,1.01949786324786
"P735","2016-07",21138,21550,1.01949096414041
"P1006","2015-12",821,837,1.01948842874543
"P1814","2015-07",154,157,1.01948051948052
"P131","2015-11",57595,58716,1.01946349509506
"P648","2016-02",3751,3824,1.01946147693948
"P969","2015-05",257,262,1.01945525291829
"P360","2014-03",617,629,1.0194489465154
"P856","2013-11",823,839,1.01944106925881
"P269","2016-07",669,682,1.01943198804185
"P53","2013-03",206,210,1.01941747572816
"P960","2014-11",103,105,1.01941747572816
"P1220","2016-06",464,473,1.01939655172414
"P81","2014-09",464,473,1.01939655172414
"P2013","2016-09",825,841,1.01939393939394
"P1006","2015-10",1085,1106,1.01935483870968
"P1017","2014-10",362,369,1.01933701657459
"P580","2013-11",207,211,1.01932367149758
"P25","2014-04",259,264,1.01930501930502
"P31","2014-02",257959,262938,1.01930151690773
"P1017","2014-04",311,317,1.01929260450161
"P281","2015-07",7775,7925,1.01929260450161
"P119","2015-04",416,424,1.01923076923077
"P1212","2014-07",52,53,1.01923076923077
"P1424","2016-03",52,53,1.01923076923077
"P1444","2015-08",104,106,1.01923076923077
"P1532","2015-08",104,106,1.01923076923077
"P1741","2015-05",104,106,1.01923076923077
"P1766","2015-06",52,53,1.01923076923077
"P2003","2016-01",104,106,1.01923076923077
"P242","2015-07",468,477,1.01923076923077
"P2604","2016-09",260,265,1.01923076923077
"P274","2016-07",52,53,1.01923076923077
"P30","2015-08",52,53,1.01923076923077
"P402","2014-10",52,53,1.01923076923077
"P425","2013-07",52,53,1.01923076923077
"P53","2014-05",104,106,1.01923076923077
"P579","2014-12",52,53,1.01923076923077
"P608","2016-02",156,159,1.01923076923077
"P740","2015-08",52,53,1.01923076923077
"P825","2015-12",52,53,1.01923076923077
"P910","2016-10",52,53,1.01923076923077
"P97","2015-11",52,53,1.01923076923077
"P268","2013-10",991,1010,1.01917255297679
"P580","2014-10",313,319,1.01916932907348
"P170","2015-07",2296,2340,1.0191637630662
"P27","2016-04",34551,35213,1.01916008219733
"P276","2013-08",261,266,1.01915708812261
"P119","2015-05",418,426,1.01913875598086
"P580","2016-08",627,639,1.01913875598086
"P2043","2016-04",1464,1492,1.01912568306011
"P115","2013-03",157,160,1.01910828025478
"P184","2015-09",157,160,1.01910828025478
"P2091","2016-08",157,160,1.01910828025478
"P569","2013-10",183121,186619,1.0191021237324
"P646","2014-09",262,267,1.01908396946565
"P31","2015-08",195245,198971,1.01908371533202
"P1100","2016-06",105,107,1.01904761904762
"P1256","2015-10",210,214,1.01904761904762
"P2003","2015-09",105,107,1.01904761904762
"P220","2015-01",105,107,1.01904761904762
"P454","2016-01",210,214,1.01904761904762
"P409","2014-03",473,482,1.01902748414376
"P1740","2015-03",1262,1286,1.01901743264659
"P1559","2016-01",894,911,1.01901565995526
"P84","2015-12",1053,1073,1.01899335232669
"P373","2013-11",7004,7137,1.01898914905768
"P402","2013-04",158,161,1.01898734177215
"P268","2015-06",5479,5583,1.01898156597919
"P364","2015-07",1213,1236,1.01896125309151
"P1080","2016-08",264,269,1.01893939393939
"P409","2014-02",264,269,1.01893939393939
"P179","2013-05",2379,2424,1.01891551071879
"P287","2014-04",1693,1725,1.01890135853514
"P582","2015-05",847,863,1.01889020070838
"P364","2013-04",31798,32398,1.01886911126486
"P10","2014-10",53,54,1.0188679245283
"P1027","2014-11",106,108,1.0188679245283
"P1064","2016-04",159,162,1.0188679245283
"P149","2015-04",371,378,1.0188679245283
"P158","2015-12",53,54,1.0188679245283
"P159","2013-04",106,108,1.0188679245283
"P1599","2015-02",53,54,1.0188679245283
"P1615","2015-08",53,54,1.0188679245283
"P1657","2016-09",53,54,1.0188679245283
"P1746","2015-04",53,54,1.0188679245283
"P1746","2015-08",106,108,1.0188679245283
"P1791","2016-02",53,54,1.0188679245283
"P1933","2016-02",53,54,1.0188679245283
"P20","2014-07",2173,2214,1.0188679245283
"P2011","2015-10",53,54,1.0188679245283
"P2369","2016-06",53,54,1.0188679245283
"P2518","2016-04",53,54,1.0188679245283
"P2699","2016-09",53,54,1.0188679245283
"P403","2013-05",159,162,1.0188679245283
"P509","2016-09",318,324,1.0188679245283
"P582","2013-12",106,108,1.0188679245283
"P611","2016-08",53,54,1.0188679245283
"P699","2016-04",106,108,1.0188679245283
"P71","2013-08",212,216,1.0188679245283
"P727","2016-02",53,54,1.0188679245283
"P776","2014-06",106,108,1.0188679245283
"P935","2015-01",53,54,1.0188679245283
"P269","2014-04",637,649,1.01883830455259
"P301","2015-05",2603,2652,1.01882443334614
"P1273","2016-08",372,379,1.01881720430108
"P1539","2016-03",1064,1084,1.0187969924812
"P212","2016-02",532,542,1.0187969924812
"P1098","2015-10",745,759,1.01879194630872
"P269","2016-08",1013,1032,1.0187561697927
"P1695","2016-05",160,163,1.01875
"P301","2013-03",160,163,1.01875
"P179","2015-09",427,435,1.01873536299766
"P136","2015-04",33415,34041,1.01873410145144
"P1245","2014-05",534,544,1.0187265917603
"P509","2014-12",374,381,1.01871657754011
"P611","2014-02",374,381,1.01871657754011
"P1049","2014-10",107,109,1.01869158878505
"P1057","2015-12",107,109,1.01869158878505
"P2003","2016-02",107,109,1.01869158878505
"P349","2014-04",107,109,1.01869158878505
"P576","2015-04",214,218,1.01869158878505
"P641","2014-09",107,109,1.01869158878505
"P709","2015-10",107,109,1.01869158878505
"P171","2013-03",2357,2401,1.01866779804837
"P906","2016-03",161,164,1.01863354037267
"P402","2015-01",10384,10577,1.01858628659476
"P2047","2015-09",323,329,1.01857585139319
"P268","2014-04",539,549,1.01855287569573
"P269","2015-12",647,659,1.01854714064915
"P39","2015-03",8207,8359,1.01852077494822
"P1015","2015-10",54,55,1.01851851851852
"P1050","2014-11",162,165,1.01851851851852
"P1071","2014-04",54,55,1.01851851851852
"P1071","2014-05",54,55,1.01851851851852
"P1092","2014-08",54,55,1.01851851851852
"P119","2014-01",216,220,1.01851851851852
"P140","2013-04",108,110,1.01851851851852
"P1402","2015-11",54,55,1.01851851851852
"P1440","2016-03",54,55,1.01851851851852
"P1636","2016-01",54,55,1.01851851851852
"P1669","2015-04",54,55,1.01851851851852
"P1766","2015-07",54,55,1.01851851851852
"P2115","2016-01",108,110,1.01851851851852
"P213","2016-10",54,55,1.01851851851852
"P402","2014-04",54,55,1.01851851851852
"P402","2016-01",54,55,1.01851851851852
"P477","2016-06",108,110,1.01851851851852
"P508","2013-11",54,55,1.01851851851852
"P528","2015-03",54,55,1.01851851851852
"P564","2014-09",54,55,1.01851851851852
"P571","2013-07",216,220,1.01851851851852
"P652","2015-10",54,55,1.01851851851852
"P652","2016-09",54,55,1.01851851851852
"P690","2013-10",54,55,1.01851851851852
"P94","2014-05",270,275,1.01851851851852
"P968","2016-01",54,55,1.01851851851852
"P1017","2015-05",919,936,1.01849836779108
"P1732","2015-03",541,551,1.0184842883549
"P590","2015-08",541,551,1.0184842883549
"P27","2016-02",61682,62822,1.01848189098927
"P131","2013-06",55038,56055,1.01847814237436
"P119","2015-08",758,772,1.01846965699208
"P664","2015-08",271,276,1.01845018450184
"P213","2013-12",1301,1325,1.0184473481937
"P159","2016-08",1790,1823,1.01843575418994
"P1946","2016-07",217,221,1.0184331797235
"P53","2016-05",217,221,1.0184331797235
"P950","2016-08",977,995,1.01842374616172
"P1066","2014-03",326,332,1.01840490797546
"P360","2016-02",652,664,1.01840490797546
"P102","2013-03",5488,5589,1.01840379008746
"P830","2016-05",272,277,1.01838235294118
"P25","2014-03",381,388,1.01837270341207
"P103","2014-08",109,111,1.01834862385321
"P20","2013-07",436,444,1.01834862385321
"P2586","2016-03",109,111,1.01834862385321
"P509","2013-11",109,111,1.01834862385321
"P652","2016-04",109,111,1.01834862385321
"P688","2015-09",218,222,1.01834862385321
"P421","2016-05",600,611,1.01833333333333
"P127","2014-04",5294,5391,1.01832262939176
"P585","2014-07",164,167,1.01829268292683
"P766","2014-12",164,167,1.01829268292683
"P772","2014-08",164,167,1.01829268292683
"P1477","2016-06",547,557,1.01828153564899
"P171","2013-09",22988,23408,1.01827040194884
"P105","2013-05",299920,305377,1.01819485196052
"P1047","2016-04",55,56,1.01818181818182
"P1059","2016-07",55,56,1.01818181818182
"P1273","2015-04",110,112,1.01818181818182
"P1464","2015-07",55,56,1.01818181818182
"P1712","2016-09",110,112,1.01818181818182
"P1813","2015-10",55,56,1.01818181818182
"P234","2015-09",55,56,1.01818181818182
"P2342","2016-08",165,168,1.01818181818182
"P2371","2015-12",55,56,1.01818181818182
"P2638","2016-06",165,168,1.01818181818182
"P405","2014-04",165,168,1.01818181818182
"P541","2015-10",55,56,1.01818181818182
"P743","2015-04",55,56,1.01818181818182
"P842","2014-02",55,56,1.01818181818182
"P269","2015-11",881,897,1.01816118047673
"P2043","2016-02",496,505,1.01814516129032
"P1412","2015-02",2370,2413,1.01814345991561
"P213","2014-12",1326,1350,1.01809954751131
"P815","2014-01",3869,3939,1.0180925303696
"P969","2016-01",885,901,1.0180790960452
"P1334","2016-06",443,451,1.01805869074492
"P434","2015-11",1772,1804,1.01805869074492
"P2019","2016-01",2327,2369,1.01804899011603
"P172","2014-06",388,395,1.0180412371134
